"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"CY193282","1701","Human","4 (HA)","H3N2","USA","N","2014/11/04","Influenza A virus (A/Alaska/4029/2014(H3N2))","","","","","","c"
"CY193361","1701","Human","4 (HA)","H3N2","USA","N","2014/12/01","Influenza A virus (A/Alaska/4108/2014(H3N2))","","","","","","c"
"KU590660","1701","Human","4 (HA)","H3N2","USA","N","2015/06/21","Influenza A virus (A/Alaska/44/2015(H3N2))","","","","","","c"
"KY090278","1701","Human","4 (HA)","H3N2","USA","N","2014/10/03","Influenza A virus (A/Alaska/45/2014(H3N2))","","","","","","c"
"KT837754","1701","Human","4 (HA)","H3N2","USA","N","2014/10/04","Influenza A virus (A/Alaska/46/2014(H3N2))","","","","","","c"
"CY193863","1701","Human","4 (HA)","H3N2","USA","N","2015/01/21","Influenza A virus (A/Alaska/4610/2015(H3N2))","","","","","","c"
"KX003502","1701","Human","4 (HA)","H3N2","USA","N","2015/06/23","Influenza A virus (A/Alaska/47/2015(H3N2))","","","","","","c"
"CY193986","1701","Human","4 (HA)","H3N2","USA","N","2015/02/05","Influenza A virus (A/Alaska/4733/2015(H3N2))","","","","","","c"
"KU589832","1701","Human","4 (HA)","H3N2","USA","N","2015/06/21","Influenza A virus (A/Alaska/48/2015(H3N2))","","","","","","c"
"CY208122","1701","Human","4 (HA)","H3N2","USA","N","2015/11/16","Influenza A virus (A/Alaska/4889/2015(H3N2))","","","","","","c"
"KU589675","1701","Human","4 (HA)","H3N2","USA","N","2015/06/16","Influenza A virus (A/Alaska/50/2015(H3N2))","","","","","","c"
"KY089893","1701","Human","4 (HA)","H3N2","USA","N","2014/09/04","Influenza A virus (A/Alaska/51/2014(H3N2))","","","","","","c"
"KT837132","1701","Human","4 (HA)","H3N2","USA","N","2014/09/03","Influenza A virus (A/Alaska/52/2014(H3N2))","","","","","","c"
"KY089131","1701","Human","4 (HA)","H3N2","USA","N","2014/10/30","Influenza A virus (A/Alaska/53/2014(H3N2))","","","","","","c"
"CY235005","1701","Human","4 (HA)","H3N2","USA","N","2017/01/18","Influenza A virus (A/Alaska/5723/2017(H3N2))","","","","","","c"
"KU591217","1701","Human","4 (HA)","H3N2","USA","N","2015/06/17","Influenza A virus (A/Alaska/58/2015(H3N2))","","","","","","c"
"KY090362","1701","Human","4 (HA)","H3N2","USA","N","2014/11/18","Influenza A virus (A/Alaska/59/2014(H3N2))","","","","","","c"
"KU590097","1701","Human","4 (HA)","H3N2","USA","N","2015/06/17","Influenza A virus (A/Alaska/59/2015(H3N2))","","","","","","c"
"KU591225","1701","Human","4 (HA)","H3N2","USA","N","2015/06/15","Influenza A virus (A/Alaska/60/2015(H3N2))","","","","","","c"
"KT843553","1701","Human","4 (HA)","H3N2","USA","N","2015/06/26","Influenza A virus (A/Alaska/65/2015(H3N2))","","","","","","c"
"KU589623","1701","Human","4 (HA)","H3N2","USA","N","2015/07/01","Influenza A virus (A/Alaska/67/2015(H3N2))","","","","","","c"
"KT843603","1701","Human","4 (HA)","H3N2","USA","N","2015/06/25","Influenza A virus (A/Alaska/68/2015(H3N2))","","","","","","c"
"KT843613","1701","Human","4 (HA)","H3N2","USA","N","2015/06/26","Influenza A virus (A/Alaska/69/2015(H3N2))","","","","","","c"
"KX003539","1701","Human","4 (HA)","H3N2","USA","N","2015/06/23","Influenza A virus (A/Alaska/75/2015(H3N2))","","","","","","c"
"KX003563","1701","Human","4 (HA)","H3N2","USA","N","2015/06/30","Influenza A virus (A/Alaska/80/2015(H3N2))","","","","","","c"
"KY583539","1701","Human","4 (HA)","H3N2","Canada","N","2017/01/02","Influenza A virus (A/Alberta/003/2017(H3N2))","","","","","","c"
"KY583534","1701","Human","4 (HA)","H3N2","Canada","N","2017/01/03","Influenza A virus (A/Alberta/004/2017(H3N2))","","","","","","c"
"KY583510","1701","Human","4 (HA)","H3N2","Canada","N","2017/01/05","Influenza A virus (A/Alberta/005/2017(H3N2))","","","","","","c"
"KY583511","1701","Human","4 (HA)","H3N2","Canada","N","2017/01/06","Influenza A virus (A/Alberta/006/2017(H3N2))","","","","","","c"
"KY583518","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/08","Influenza A virus (A/Alberta/150/2016(H3N2))","","","","","","c"
"KY583549","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/08","Influenza A virus (A/Alberta/151/2016(H3N2))","","","","","","c"
"KY583512","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/10","Influenza A virus (A/Alberta/153/2016(H3N2))","","","","","","c"
"KY583508","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/16","Influenza A virus (A/Alberta/154/2016(H3N2))","","","","","","c"
"KY583530","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/17","Influenza A virus (A/Alberta/155/2016(H3N2))","","","","","","c"
"KY583535","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/21","Influenza A virus (A/Alberta/156/2016(H3N2))","","","","","","c"
"KY583529","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/21","Influenza A virus (A/Alberta/157/2016(H3N2))","","","","","","c"
"KY583582","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/22","Influenza A virus (A/Alberta/158/2016(H3N2))","","","","","","c"
"KY583555","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/29","Influenza A virus (A/Alberta/165/2016(H3N2))","","","","","","c"
"KY583562","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/29","Influenza A virus (A/Alberta/166/2016(H3N2))","","","","","","c"
"KY583515","1701","Human","4 (HA)","H3N2","Canada","N","2016/11/30","Influenza A virus (A/Alberta/169/2016(H3N2))","","","","","","c"
"KY583561","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/01","Influenza A virus (A/Alberta/172/2016(H3N2))","","","","","","c"
"KY583556","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/01","Influenza A virus (A/Alberta/174/2016(H3N2))","","","","","","c"
"KY583536","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/03","Influenza A virus (A/Alberta/177/2016(H3N2))","","","","","","c"
"KY583537","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/05","Influenza A virus (A/Alberta/178/2016(H3N2))","","","","","","c"
"KY583564","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/05","Influenza A virus (A/Alberta/181/2016(H3N2))","","","","","","c"
"KY583559","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/09","Influenza A virus (A/Alberta/203/2016(H3N2))","","","","","","c"
"KY583507","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/12","Influenza A virus (A/Alberta/206/2016(H3N2))","","","","","","c"
"KY583567","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/12","Influenza A virus (A/Alberta/209/2016(H3N2))","","","","","","c"
"KY583516","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/19","Influenza A virus (A/Alberta/217/2016(H3N2))","","","","","","c"
"KY583538","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/19","Influenza A virus (A/Alberta/218/2016(H3N2))","","","","","","c"
"KY583532","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/22","Influenza A virus (A/Alberta/224/2016(H3N2))","","","","","","c"
"KY583533","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/25","Influenza A virus (A/Alberta/225/2016(H3N2))","","","","","","c"
"KY583560","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/27","Influenza A virus (A/Alberta/227/2016(H3N2))","","","","","","c"
"KY583557","1701","Human","4 (HA)","H3N2","Canada","N","2016/12/30","Influenza A virus (A/Alberta/230/2016(H3N2))","","","","","","c"
"MF195705","1701","Human","4 (HA)","H3N2","Canada","N","2016/02/10","Influenza A virus (A/Alberta/52/2016(H3N2))","","","","","","c"
"KC865653","1726","Human","4 (HA)","H3N2","Iran","N","2012/01/24","Influenza A virus (A/Alborz/1095/2012(H3N2))","","","","","","c"
"KC865611","1726","Human","4 (HA)","H3N2","Iran","N","2012/01/09","Influenza A virus (A/Alborz/609/2012(H3N2))","","","","","","c"
"KY328783","1701","Human","4 (HA)","H3N2","Iran","N","2014/10/16","Influenza A virus (A/Alborz/72205/2014(H3N2))","","","","","","c"
"KC865637","1726","Human","4 (HA)","H3N2","Iran","N","2012/01/18","Influenza A virus (A/Alborz/927/2012(H3N2))","","","","","","c"
"KY925323","1762","Human","4 (HA)","H3N2","Brazil","T","2014/07/18","Influenza A virus (A/Alegrete/LACENRS-1624/2014(H3N2))","","","","","","c"
"KT889242","1701","Human","4 (HA)","H3N2","Jordan","N","2011/12/05","Influenza A virus (A/Amman/1514A01004465T/2011(H3N2))","","","","","","c"
"KT835922","1701","Human","4 (HA)","H3N2","USA","N","2015/01/30","Influenza A virus (A/Arizona/01/2015(H3N2))","","","","","","c"
"KC883413","1701","Human","4 (HA)","H3N2","USA","N","2011/02/17","Influenza A virus (A/Arizona/03/2011(H3N2))","","","","","","c"
"CY220423","1737","Human","4 (HA)","H3N2","USA","N","2017/01/30","Influenza A virus (A/Arizona/04/2017(H3N2))","","","","","","c"
"CY220431","1737","Human","4 (HA)","H3N2","USA","N","2017/01/31","Influenza A virus (A/Arizona/05/2017(H3N2))","","","","","","c"
"KC893099","1701","Human","4 (HA)","H3N2","USA","N","2011/12/09","Influenza A virus (A/Arizona/06/2011(H3N2))","","","","","","c"
"CY224886","1737","Human","4 (HA)","H3N2","USA","N","2017/01/31","Influenza A virus (A/Arizona/06/2017(H3N2))","","","","","","c"
"KC892863","1701","Human","4 (HA)","H3N2","USA","N","2012/04/05","Influenza A virus (A/Arizona/07/2012(H3N2))","","","","","","c"
"KT843427","1701","Human","4 (HA)","H3N2","USA","N","2015/04/14","Influenza A virus (A/Arizona/07/2015(H3N2))","","","","","","c"
"GQ385835","1701","Human","4 (HA)","H3N2","USA","N","2009/02/27","Influenza A virus (A/Arizona/08/2009(H3N2))","","","","","","c"
"KM064201","1701","Human","4 (HA)","H3N2","USA","N","2013/10/31","Influenza A virus (A/Arizona/08/2013(H3N2))","","","","","","c"
"CY220751","1737","Human","4 (HA)","H3N2","USA","N","2017/02/05","Influenza A virus (A/Arizona/08/2017(H3N2))","","","","","","c"
"EU516202","1701","Human","4 (HA)","H3N2","USA","N","2007/12/23","Influenza A virus (A/Arizona/09/2007(H3N2))","","","","","","c"
"KF790270","1701","Human","4 (HA)","H3N2","USA","N","2012/10/22","Influenza A virus (A/Arizona/09/2012(H3N2))","","","","","","c"
"KF790275","1701","Human","4 (HA)","H3N2","USA","N","2012/10/22","Influenza A virus (A/Arizona/09/2012(H3N2))","","","","","","c"
"CY223197","1737","Human","4 (HA)","H3N2","USA","N","2017/02/17","Influenza A virus (A/Arizona/09/2017(H3N2))","","","","","","c"
"EU516208","1701","Human","4 (HA)","H3N2","USA","N","2007/12/14","Influenza A virus (A/Arizona/10/2007(H3N2))","","","","","","c"
"KT844061","1701","Human","4 (HA)","H3N2","USA","N","2015/08/01","Influenza A virus (A/Arizona/10/2015(H3N2))","","","","","","c"
"GQ385909","1701","Human","4 (HA)","H3N2","USA","N","2009/02/25","Influenza A virus (A/Arizona/11/2009(H3N2))","","","","","","c"
"KC882759","1701","Human","4 (HA)","H3N2","USA","N","2010/09/24","Influenza A virus (A/Arizona/11/2010(H3N2))","","","","","","c"
"KF790514","1701","Human","4 (HA)","H3N2","USA","N","2012/12/12","Influenza A virus (A/Arizona/11/2012(H3N2))","","","","","","c"
"KX414185","1737","Human","4 (HA)","H3N2","USA","N","2016/01/13","Influenza A virus (A/Arizona/11/2016(H3N2))","","","","","","c"
"CY223205","1737","Human","4 (HA)","H3N2","USA","N","2017/02/19","Influenza A virus (A/Arizona/11/2017(H3N2))","","","","","","c"
"EU516215","1701","Human","4 (HA)","H3N2","USA","N","2007/12/27","Influenza A virus (A/Arizona/12/2007(H3N2))","","","","","","c"
"KC882781","1701","Human","4 (HA)","H3N2","USA","N","2010/11/09","Influenza A virus (A/Arizona/12/2010(H3N2))","","","","","","c"
"KC882493","1701","Human","4 (HA)","H3N2","USA","N","2010/12/06","Influenza A virus (A/Arizona/13/2010(H3N2))","","","","","","c"
"CY230530","1737","Human","4 (HA)","H3N2","USA","N","2017/02/22","Influenza A virus (A/Arizona/13/2017(H3N2))","","","","","","c"
"CY230538","1737","Human","4 (HA)","H3N2","USA","N","2017/02/25","Influenza A virus (A/Arizona/14/2017(H3N2))","","","","","","c"
"KX411927","1701","Human","4 (HA)","H3N2","USA","N","2015/09/20","Influenza A virus (A/Arizona/15/2015(H3N2))","","","","","","c"
"KM064402","1701","Human","4 (HA)","H3N2","USA","N","2013/11/20","Influenza A virus (A/Arizona/16/2013(H3N2))","","","","","","c"
"KM064413","1701","Human","4 (HA)","H3N2","USA","N","2013/12/02","Influenza A virus (A/Arizona/17/2013(H3N2))","","","","","","c"
"KX411943","1701","Human","4 (HA)","H3N2","USA","N","2015/09/28","Influenza A virus (A/Arizona/17/2015(H3N2))","","","","","","c"
"CY234192","1737","Human","4 (HA)","H3N2","USA","N","2017/03/13","Influenza A virus (A/Arizona/18/2017(H3N2))","","","","","","c"
"CY230642","1737","Human","4 (HA)","H3N2","USA","N","2017/03/21","Influenza A virus (A/Arizona/19/2017(H3N2))","","","","","","c"
"CY230650","1737","Human","4 (HA)","H3N2","USA","N","2017/03/27","Influenza A virus (A/Arizona/20/2017(H3N2))","","","","","","c"
"KX411966","1701","Human","4 (HA)","H3N2","USA","N","2015/10/02","Influenza A virus (A/Arizona/21/2015(H3N2))","","","","","","c"
"KX411973","1737","Human","4 (HA)","H3N2","USA","N","2015/10/07","Influenza A virus (A/Arizona/22/2015(H3N2))","","","","","","c"
"KX003382","1701","Human","4 (HA)","H3N2","USA","N","2015/10/26","Influenza A virus (A/Arizona/23/2015(H3N2))","","","","","","c"
"KX414497","1737","Human","4 (HA)","H3N2","USA","N","2016/01/20","Influenza A virus (A/Arizona/23/2016(H3N2))","","","","","","c"
"KX003390","1701","Human","4 (HA)","H3N2","USA","N","2015/11/02","Influenza A virus (A/Arizona/24/2015(H3N2))","","","","","","c"
"KY044342","1735","Human","4 (HA)","H3N2","USA","N","2016/01/20","Influenza A virus (A/Arizona/24/2016(H3N2))","","","","","","c"
"KX414513","1737","Human","4 (HA)","H3N2","USA","N","2016/01/20","Influenza A virus (A/Arizona/24/2016(H3N2))","","","","","","c"
"CY235592","1737","Human","4 (HA)","H3N2","USA","N","2017/04/09","Influenza A virus (A/Arizona/24/2017(H3N2))","","","","","","c"
"CY234506","1737","Human","4 (HA)","H3N2","USA","N","2017/04/16","Influenza A virus (A/Arizona/25/2017(H3N2))","","","","","","c"
"KX414529","1737","Human","4 (HA)","H3N2","USA","N","2016/01/20","Influenza A virus (A/Arizona/26/2016(H3N2))","","","","","","c"
"KX414537","1737","Human","4 (HA)","H3N2","USA","N","2016/01/18","Influenza A virus (A/Arizona/27/2016(H3N2))","","","","","","c"
"CY235712","1737","Human","4 (HA)","H3N2","USA","N","2017/04/25","Influenza A virus (A/Arizona/27/2017(H3N2))","","","","","","c"
"KX413473","1737","Human","4 (HA)","H3N2","USA","N","2015/11/27","Influenza A virus (A/Arizona/29/2015(H3N2))","","","","","","c"
"CY141180","1701","Human","4 (HA)","H3N2","USA","N","2013/01/03","Influenza A virus (A/Arizona/3165/2013(H3N2))","","","","","","c"
"KX413094","1737","Human","4 (HA)","H3N2","USA","N","2016/01/08","Influenza A virus (A/Arizona/32/2016(H3N2))","","","","","","c"
"CY238883","1737","Human","4 (HA)","H3N2","USA","N","2017/05/01","Influenza A virus (A/Arizona/32/2017(H3N2))","","","","","","c"
"CY238891","1737","Human","4 (HA)","H3N2","USA","N","2017/05/21","Influenza A virus (A/Arizona/35/2017(H3N2))","","","","","","c"
"CY238899","1737","Human","4 (HA)","H3N2","USA","N","2017/05/21","Influenza A virus (A/Arizona/37/2017(H3N2))","","","","","","c"
"CY238915","1737","Human","4 (HA)","H3N2","USA","N","2017/06/13","Influenza A virus (A/Arizona/38/2017(H3N2))","","","","","","c"
"CY238923","1737","Human","4 (HA)","H3N2","USA","N","2017/06/16","Influenza A virus (A/Arizona/39/2017(H3N2))","","","","","","c"
"KX415472","1737","Human","4 (HA)","H3N2","USA","N","2016/02/13","Influenza A virus (A/Arizona/41/2016(H3N2))","","","","","","c"
"KX413761","1737","Human","4 (HA)","H3N2","USA","N","2015/12/09","Influenza A virus (A/Arizona/42/2015(H3N2))","","","","","","c"
"KX413769","1737","Human","4 (HA)","H3N2","USA","N","2015/12/11","Influenza A virus (A/Arizona/43/2015(H3N2))","","","","","","c"
"CY193641","1701","Human","4 (HA)","H3N2","USA","N","2014/12/31","Influenza A virus (A/Arizona/4388/2014(H3N2))","","","","","","c"
"KX413777","1737","Human","4 (HA)","H3N2","USA","N","2015/12/21","Influenza A virus (A/Arizona/44/2015(H3N2))","","","","","","c"
"KX414137","1737","Human","4 (HA)","H3N2","USA","N","2015/12/21","Influenza A virus (A/Arizona/44/2015(H3N2))","","","","","","c"
"KX415464","1737","Human","4 (HA)","H3N2","USA","N","2016/02/16","Influenza A virus (A/Arizona/44/2016(H3N2))","","","","","","c"
"CY193864","1701","Human","4 (HA)","H3N2","USA","N","2015/01/30","Influenza A virus (A/Arizona/4611/2015(H3N2))","","","","","","c"
"CY193987","1701","Human","4 (HA)","H3N2","USA","N","2015/02/03","Influenza A virus (A/Arizona/4734/2015(H3N2))","","","","","","c"
"CY193988","1701","Human","4 (HA)","H3N2","USA","N","2015/02/03","Influenza A virus (A/Arizona/4735/2015(H3N2))","","","","","","c"
"CY194058","1701","Human","4 (HA)","H3N2","USA","N","2015/03/16","Influenza A virus (A/Arizona/4805/2015(H3N2))","","","","","","c"
"CY208103","1701","Human","4 (HA)","H3N2","USA","N","2015/04/27","Influenza A virus (A/Arizona/4877/2015(H3N2))","","","","","","c"
"CY208198","1701","Human","4 (HA)","H3N2","USA","N","2016/01/25","Influenza A virus (A/Arizona/4965/2016(H3N2))","","","","","","c"
"CY208231","1701","Human","4 (HA)","H3N2","USA","N","2016/02/12","Influenza A virus (A/Arizona/4998/2016(H3N2))","","","","","","c"
"KX416552","1737","Human","4 (HA)","H3N2","USA","N","2016/03/05","Influenza A virus (A/Arizona/50/2016(H3N2))","","","","","","c"
"CY208233","1701","Human","4 (HA)","H3N2","USA","N","2016/02/17","Influenza A virus (A/Arizona/5000/2016(H3N2))","","","","","","c"
"CY208236","1701","Human","4 (HA)","H3N2","USA","N","2016/02/19","Influenza A virus (A/Arizona/5003/2016(H3N2))","","","","","","c"
"CY208238","1701","Human","4 (HA)","H3N2","USA","N","2016/02/22","Influenza A virus (A/Arizona/5005/2016(H3N2))","","","","","","c"
"CY208286","1701","Human","4 (HA)","H3N2","USA","N","2016/02/12","Influenza A virus (A/Arizona/5053/2016(H3N2))","","","","","","c"
"CY208288","1701","Human","4 (HA)","H3N2","USA","N","2016/02/19","Influenza A virus (A/Arizona/5055/2016(H3N2))","","","","","","c"
"CY208337","1701","Human","4 (HA)","H3N2","USA","N","2016/02/25","Influenza A virus (A/Arizona/5104/2016(H3N2))","","","","","","c"
"CY208339","1701","Human","4 (HA)","H3N2","USA","N","2016/02/29","Influenza A virus (A/Arizona/5106/2016(H3N2))","","","","","","c"
"CY208342","1701","Human","4 (HA)","H3N2","USA","N","2016/03/01","Influenza A virus (A/Arizona/5109/2016(H3N2))","","","","","","c"
"CY208343","1701","Human","4 (HA)","H3N2","USA","N","2016/03/02","Influenza A virus (A/Arizona/5110/2016(H3N2))","","","","","","c"
"CY208345","1701","Human","4 (HA)","H3N2","USA","N","2016/03/04","Influenza A virus (A/Arizona/5112/2016(H3N2))","","","","","","c"
"CY208346","1701","Human","4 (HA)","H3N2","USA","N","2016/03/07","Influenza A virus (A/Arizona/5113/2016(H3N2))","","","","","","c"
"CY208420","1701","Human","4 (HA)","H3N2","USA","N","2016/02/29","Influenza A virus (A/Arizona/5187/2016(H3N2))","","","","","","c"
"KX414145","1737","Human","4 (HA)","H3N2","USA","N","2015/12/22","Influenza A virus (A/Arizona/52/2015(H3N2))","","","","","","c"
"CY209764","1701","Human","4 (HA)","H3N2","USA","N","2016/03/03","Influenza A virus (A/Arizona/5279/2016(H3N2))","","","","","","c"
